# DeFault:  java -jar default-1.0.0.jar testfiles/incomplete/garland.pddl testfiles/incomplete/garlandprob1.pddl dan.out  pode2 anytime strict 5
domain,problem,plan_id,plan_length,plan_robustness,total_time
freecell.pddl.3p_2a_1d.0,pfile2,1,6,0.5,54.969
freecell.pddl.3p_2a_1d.0,pfile3,1,11,0.125,165.609
freecell.pddl.3p_2a_1d.0,pfile3,2,23,0.1875,335.789
freecell.pddl.3p_2a_2d.0,pfile1,1,12,0.03125,5.503
freecell.pddl.3p_2a_2d.0,pfile2,1,6,0.25,36.289
freecell.pddl.3p_2a_2d.0,pfile3,1,12,0.0078125,91.524
freecell.pddl.3p_2a_3d.0,pfile1,1,15,0.015625,5.39
freecell.pddl.3p_2a_3d.0,pfile1,2,33,0.03125,463.358
freecell.pddl.3p_2a_3d.0,pfile1,3,30,0.0625,586.489
freecell.pddl.3p_2a_3d.0,pfile1,4,22,0.125,670.832
freecell.pddl.3p_2a_3d.0,pfile2,1,20,0.000488281,28.972
freecell.pddl.3p_2a_3d.0,pfile3,1,28,3.05176e-05,72.011
freecell.pddl.3p_2a_4d.0,pfile1,1,12,0.0625,2.897
freecell.pddl.3p_2a_4d.0,pfile1,2,12,0.125,72.561
freecell.pddl.3p_2a_4d.0,pfile1,3,16,0.25,196.445
freecell.pddl.3p_2a_4d.0,pfile1,4,16,0.5,338.212
freecell.pddl.3p_2a_4d.0,pfile2,1,17,0.125,7.453
freecell.pddl.3p_2a_4d.0,pfile3,1,29,0.00195312,12.921
freecell.pddl.3p_2a_4d.0,pfile4,1,41,0.000732422,24.538
freecell.pddl.3p_2a_4d.0,pfile5,1,32,0.015625,69.274
freecell.pddl.3p_2a_5d.0,pfile1,1,21,0.00390625,3.787
freecell.pddl.3p_2a_5d.0,pfile1,2,23,0.00585938,6.681
freecell.pddl.3p_2a_5d.0,pfile1,3,26,0.015625,12.511
freecell.pddl.3p_2a_5d.0,pfile1,4,23,0.046875,12.791
freecell.pddl.3p_2a_5d.0,pfile1,5,18,0.09375,26.094
freecell.pddl.3p_2a_5d.0,pfile1,6,16,0.25,29.937
freecell.pddl.3p_2a_5d.0,pfile2,1,10,0.125,3.27
freecell.pddl.3p_2a_5d.0,pfile2,2,57,0.25,12.467
freecell.pddl.3p_2a_5d.0,pfile2,3,57,0.5,13.581
freecell.pddl.3p_2a_5d.0,pfile3,1,14,0.125,4.814
freecell.pddl.3p_2a_5d.0,pfile3,2,39,0.25,19.426
freecell.pddl.3p_2a_5d.0,pfile3,3,47,0.5,49.856
freecell.pddl.3p_2a_5d.0,pfile4,1,26,0.0625,7.983
freecell.pddl.3p_2a_5d.0,pfile4,2,56,0.125,47.598
freecell.pddl.3p_2a_5d.0,pfile4,3,58,0.25,267.949
freecell.pddl.3p_2a_5d.0,pfile5,1,28,0.015625,15.263
freecell.pddl.3p_2a_5d.0,pfile5,2,57,0.03125,244.495
freecell.pddl.3p_2a_5d.0,pfile5,3,56,0.125,249.246
freecell.pddl.3p_2a_5d.0,pfile5,4,62,0.25,544.819
freecell.pddl.3p_2a_5d.0,pfile6,1,30,0.125,36.45
freecell.pddl.3p_2a_5d.0,pfile7,1,41,0.015625,43.849
freecell.pddl.3p_2a_5d.0,pfile8,1,76,0.000488281,322.177
freecell.pddl.3p_2a_5d.0,pfile9,1,29,0.03125,42.22
freecell.pddl.3p_2a_5d.0,pfile10,1,51,0.0625,243.051
freecell.pddl.3p_3a_0d.0,pfile1,1,22,0.000976562,2.929
freecell.pddl.3p_3a_0d.0,pfile1,2,39,0.00195312,731.091
freecell.pddl.3p_3a_0d.0,pfile2,1,18,0.125,6.537
freecell.pddl.3p_3a_0d.0,pfile2,2,23,0.25,393.574
freecell.pddl.3p_3a_0d.0,pfile2,3,30,0.5,620.534
freecell.pddl.3p_3a_0d.0,pfile2,4,24,1,795.702
freecell.pddl.3p_3a_0d.0,pfile3,1,16,0.00195312,9.102
freecell.pddl.3p_3a_0d.0,pfile3,2,26,0.00390625,193.709
freecell.pddl.3p_3a_0d.0,pfile4,1,28,0.000976562,16.948
freecell.pddl.3p_3a_0d.0,pfile5,1,25,0.000976562,39.448
freecell.pddl.3p_3a_1d.0,pfile1,1,16,0.00195312,2.683
freecell.pddl.3p_3a_1d.0,pfile1,2,24,0.0078125,633.322
freecell.pddl.3p_3a_1d.0,pfile2,1,25,0.000488281,3.339
freecell.pddl.3p_3a_1d.0,pfile3,1,25,6.10352e-05,5.215
freecell.pddl.3p_3a_1d.0,pfile3,2,54,0.00012207,103.733
freecell.pddl.3p_3a_1d.0,pfile3,3,73,0.000244141,124.968
freecell.pddl.3p_3a_1d.0,pfile4,1,42,4.76837e-07,5.763
freecell.pddl.3p_3a_1d.0,pfile5,1,47,1.19209e-07,10.857
freecell.pddl.3p_3a_1d.0,pfile6,1,43,2.38419e-07,15.154
freecell.pddl.3p_3a_1d.0,pfile7,1,74,1.16415e-10,30.034
freecell.pddl.3p_3a_1d.0,pfile8,1,92,4.65661e-10,101.923
freecell.pddl.3p_3a_1d.0,pfile9,1,69,9.31323e-10,68.594
freecell.pddl.3p_3a_1d.0,pfile10,1,64,1.16415e-10,69.968
freecell.pddl.3p_3a_2d.0,pfile1,1,11,0.00390625,4.749
freecell.pddl.3p_3a_2d.0,pfile1,2,15,0.0078125,26.105
freecell.pddl.3p_3a_2d.0,pfile1,3,18,0.015625,327.899
freecell.pddl.3p_3a_2d.0,pfile1,4,14,0.03125,712.405
freecell.pddl.3p_3a_2d.0,pfile2,1,19,0.000976562,26.894
freecell.pddl.3p_3a_2d.0,pfile3,1,21,3.05176e-05,67.872
freecell.pddl.3p_3a_2d.0,pfile4,1,40,4.76837e-07,153.509
freecell.pddl.3p_3a_3d.0,pfile1,1,17,0.0625,2.95
freecell.pddl.3p_3a_3d.0,pfile1,2,19,0.125,106.994
freecell.pddl.3p_3a_3d.0,pfile1,3,21,0.25,107.033
freecell.pddl.3p_3a_3d.0,pfile2,1,21,0.00390625,3.696
freecell.pddl.3p_3a_3d.0,pfile2,2,28,0.0078125,18.266
freecell.pddl.3p_3a_3d.0,pfile2,3,30,0.015625,51.958
freecell.pddl.3p_3a_3d.0,pfile2,4,28,0.03125,53.579
freecell.pddl.3p_3a_3d.0,pfile3,1,25,0.0625,5.006
freecell.pddl.3p_3a_3d.0,pfile4,1,45,3.05176e-05,12.513
freecell.pddl.3p_3a_3d.0,pfile5,1,38,0.000976562,17.227
freecell.pddl.3p_3a_3d.0,pfile6,1,50,0.000976562,44.892
freecell.pddl.3p_3a_3d.0,pfile7,1,63,1.19209e-07,55.005
freecell.pddl.3p_3a_3d.0,pfile8,1,66,2.98023e-08,111.988
freecell.pddl.3p_3a_3d.0,pfile9,1,67,2.98023e-08,97.043
freecell.pddl.3p_3a_4d.0,pfile1,1,12,0.25,9.581
freecell.pddl.3p_3a_4d.0,pfile1,2,12,0.5,842.431
freecell.pddl.3p_3a_4d.0,pfile2,1,6,1,74.977
freecell.pddl.3p_3a_5d.0,pfile1,1,14,0.0625,3.887
freecell.pddl.3p_3a_5d.0,pfile1,2,16,0.125,18.252
freecell.pddl.3p_3a_5d.0,pfile2,1,22,0.00390625,18.123
freecell.pddl.3p_3a_5d.0,pfile3,1,25,0.000488281,33.675
freecell.pddl.3p_3a_5d.0,pfile4,1,44,3.72529e-09,58.867
freecell.pddl.3p_3a_5d.0,pfile5,1,49,5.96046e-08,263.152
freecell.pddl.3p_4a_0d.0,pfile1,1,18,0.03125,2.641
freecell.pddl.3p_4a_0d.0,pfile1,2,30,0.0625,5.277
freecell.pddl.3p_4a_0d.0,pfile1,3,23,0.125,6.053
freecell.pddl.3p_4a_0d.0,pfile1,4,17,0.25,40.852
freecell.pddl.3p_4a_0d.0,pfile2,1,28,6.10352e-05,9.395
freecell.pddl.3p_4a_0d.0,pfile2,2,39,0.00012207,15.319
freecell.pddl.3p_4a_0d.0,pfile2,3,82,0.000244141,596.428
freecell.pddl.3p_4a_0d.0,pfile3,1,31,0.00012207,7.235
freecell.pddl.3p_4a_1d.0,pfile1,1,15,0.03125,2.895
freecell.pddl.3p_4a_1d.0,pfile1,2,21,0.0625,23.899
freecell.pddl.3p_4a_1d.0,pfile1,3,17,0.125,77.034
freecell.pddl.3p_4a_1d.0,pfile1,4,22,0.25,118.57
freecell.pddl.3p_4a_1d.0,pfile2,1,22,6.10352e-05,3.955
freecell.pddl.3p_4a_1d.0,pfile2,2,34,0.00012207,135.404
freecell.pddl.3p_4a_1d.0,pfile2,3,31,0.000183105,238.786
freecell.pddl.3p_4a_1d.0,pfile3,1,38,4.76837e-07,6.662
freecell.pddl.3p_4a_2d.0,pfile1,1,16,0.00390625,2.964
freecell.pddl.3p_4a_2d.0,pfile1,2,18,0.0078125,58.892
freecell.pddl.3p_4a_2d.0,pfile2,1,14,0.015625,8.349
freecell.pddl.3p_4a_2d.0,pfile2,2,32,0.03125,594.375
freecell.pddl.3p_4a_2d.0,pfile2,3,26,0.0625,777.816
freecell.pddl.3p_4a_2d.0,pfile2,4,20,0.125,840.534
freecell.pddl.3p_4a_2d.0,pfile3,1,13,0.125,12.411
freecell.pddl.3p_4a_2d.0,pfile4,1,14,0.0625,17.686
freecell.pddl.3p_4a_2d.0,pfile4,2,36,0.125,386.037
freecell.pddl.3p_4a_2d.0,pfile4,3,32,0.25,577.83
freecell.pddl.3p_4a_2d.0,pfile5,1,20,0.00390625,70.66
freecell.pddl.3p_4a_3d.0,pfile1,1,17,0.125,6.795
freecell.pddl.3p_4a_3d.0,pfile1,2,32,0.105469,35.345
freecell.pddl.3p_4a_3d.0,pfile2,1,26,0.000976562,26.57
freecell.pddl.3p_4a_3d.0,pfile2,2,32,0.00195312,143.64
freecell.pddl.3p_4a_3d.0,pfile2,3,28,0.00390625,147.814
freecell.pddl.3p_4a_3d.0,pfile2,4,25,0.0078125,334.424
freecell.pddl.3p_4a_3d.0,pfile2,5,46,0.0117188,532.68
freecell.pddl.3p_4a_3d.0,pfile3,1,26,0.015625,48.738
freecell.pddl.3p_4a_3d.0,pfile4,1,46,6.10352e-05,98.939
freecell.pddl.3p_4a_4d.0,pfile1,1,10,0.015625,7.49
freecell.pddl.3p_4a_4d.0,pfile2,1,6,1,67.406
freecell.pddl.3p_4a_4d.0,pfile3,1,13,0.125,164.162
freecell.pddl.3p_4a_5d.0,pfile1,1,9,0.0625,5.254
freecell.pddl.3p_4a_5d.0,pfile2,1,6,0.03125,31.684
freecell.pddl.3p_4a_5d.0,pfile3,1,15,0.00390625,74.494
freecell.pddl.3p_4a_5d.0,pfile4,1,9,0.0078125,162.89
freecell.pddl.3p_5a_0d.0,pfile1,1,10,0.03125,3.017
freecell.pddl.3p_5a_0d.0,pfile1,2,13,0.0625,28.077
freecell.pddl.3p_5a_0d.0,pfile1,3,16,0.125,77.886
freecell.pddl.3p_5a_0d.0,pfile1,4,15,0.25,143.801
freecell.pddl.3p_5a_0d.0,pfile1,5,11,0.5,176.805
freecell.pddl.3p_5a_0d.0,pfile2,1,21,0.000976562,8.153
freecell.pddl.3p_5a_0d.0,pfile3,1,29,5.96046e-08,15.857
freecell.pddl.3p_5a_0d.0,pfile3,2,45,1.19209e-07,112.092
freecell.pddl.3p_5a_0d.0,pfile3,3,44,2.38419e-07,161.022
freecell.pddl.3p_5a_0d.0,pfile3,4,41,4.76837e-07,195.259
freecell.pddl.3p_5a_0d.0,pfile3,5,42,9.53674e-07,447.966
freecell.pddl.3p_5a_0d.0,pfile4,1,39,2.32831e-10,25.334
freecell.pddl.3p_5a_0d.0,pfile5,1,41,5.96046e-08,82.188
freecell.pddl.3p_5a_1d.0,pfile1,1,20,1.52588e-05,3.407
freecell.pddl.3p_5a_1d.0,pfile1,2,41,3.05176e-05,18.902
freecell.pddl.3p_5a_1d.0,pfile1,3,47,6.10352e-05,28.699
freecell.pddl.3p_5a_1d.0,pfile1,4,38,0.00012207,33.635
freecell.pddl.3p_5a_1d.0,pfile1,5,30,0.000244141,59.634
freecell.pddl.3p_5a_1d.0,pfile1,6,24,0.000488281,78.396
freecell.pddl.3p_5a_1d.0,pfile1,7,22,0.000976562,107.349
freecell.pddl.3p_5a_1d.0,pfile1,8,16,0.00195312,146.545
freecell.pddl.3p_5a_1d.0,pfile1,9,19,0.00390625,183.452
freecell.pddl.3p_5a_1d.0,pfile2,1,24,7.62939e-06,9.067
freecell.pddl.3p_5a_1d.0,pfile3,1,28,1.52588e-05,15.416
freecell.pddl.3p_5a_1d.0,pfile4,1,45,1.19209e-07,29.621
freecell.pddl.3p_5a_1d.0,pfile5,1,49,2.91038e-11,220.186
freecell.pddl.3p_5a_2d.0,pfile1,1,14,0.00390625,3.897
freecell.pddl.3p_5a_2d.0,pfile2,1,24,6.10352e-05,16.192
freecell.pddl.3p_5a_2d.0,pfile3,1,27,6.10352e-05,28.076
freecell.pddl.3p_5a_2d.0,pfile4,1,38,5.96046e-08,50.165
freecell.pddl.3p_5a_2d.0,pfile5,1,42,1.19209e-07,219.614
freecell.pddl.3p_5a_3d.0,pfile1,1,16,6.10352e-05,8.125
freecell.pddl.3p_5a_3d.0,pfile1,2,27,0.000244141,390.833
freecell.pddl.3p_5a_3d.0,pfile1,3,25,0.000488281,407.205
freecell.pddl.3p_5a_3d.0,pfile1,4,23,0.000976562,506.688
freecell.pddl.3p_5a_3d.0,pfile1,5,21,0.00195312,521.022
freecell.pddl.3p_5a_3d.0,pfile1,6,25,0.00390625,820.789
freecell.pddl.3p_5a_3d.0,pfile2,1,28,1.90735e-06,60.436
freecell.pddl.3p_5a_3d.0,pfile2,2,42,3.8147e-06,442.412
freecell.pddl.3p_5a_3d.0,pfile2,3,41,7.62939e-06,448.466
freecell.pddl.3p_5a_3d.0,pfile2,4,40,1.52588e-05,710.616
freecell.pddl.3p_5a_3d.0,pfile2,5,39,3.05176e-05,725.301
freecell.pddl.3p_5a_3d.0,pfile3,1,34,3.8147e-06,147.677
freecell.pddl.3p_5a_4d.0,pfile1,1,25,3.05176e-05,10.183
freecell.pddl.3p_5a_4d.0,pfile1,2,29,6.10352e-05,363.792
freecell.pddl.3p_5a_4d.0,pfile1,3,30,0.00012207,625.391
freecell.pddl.3p_5a_4d.0,pfile2,1,14,0.015625,42.265
freecell.pddl.3p_5a_4d.0,pfile3,1,27,0.00012207,95.015
freecell.pddl.3p_5a_4d.0,pfile4,1,20,0.00195312,204.883
freecell.pddl.3p_5a_5d.0,pfile1,1,12,0.00195312,7.22
freecell.pddl.3p_5a_5d.0,pfile2,1,6,1,75.919
freecell.pddl.3p_5a_5d.0,pfile3,1,17,0.015625,198.466
freecell.pddl.3p_5a_5d.0,pfile3,2,20,0.03125,513.427
freecell.pddl.4p_0a_0d.0,pfile1,1,16,0.5,2.943
freecell.pddl.4p_0a_0d.0,pfile1,2,26,1,30.374
freecell.pddl.4p_0a_0d.0,pfile2,1,24,0.25,5.061
freecell.pddl.4p_0a_0d.0,pfile3,1,24,0.125,6.026
freecell.pddl.4p_0a_0d.0,pfile3,2,58,0.25,32.056
freecell.pddl.4p_0a_0d.0,pfile3,3,36,0.5,48.719
freecell.pddl.4p_0a_0d.0,pfile3,4,63,1,70.725
freecell.pddl.4p_0a_0d.0,pfile4,1,40,0.0078125,15.306
freecell.pddl.4p_0a_0d.0,pfile5,1,44,0.03125,29.824
freecell.pddl.4p_0a_0d.0,pfile5,2,71,0.0625,213.405
freecell.pddl.4p_0a_0d.0,pfile5,3,66,0.125,282.175
freecell.pddl.4p_0a_0d.0,pfile5,4,82,0.25,438.552
freecell.pddl.4p_0a_0d.0,pfile5,5,81,0.5,579.694
freecell.pddl.4p_0a_0d.0,pfile6,1,50,0.015625,82.75
freecell.pddl.4p_0a_0d.0,pfile7,1,59,0.00390625,137.375
freecell.pddl.4p_0a_0d.0,pfile7,2,83,0.0078125,643.916
freecell.pddl.4p_0a_0d.0,pfile8,1,72,0.00012207,311.173
freecell.pddl.4p_0a_0d.0,pfile9,1,62,0.00195312,279.934
freecell.pddl.4p_0a_0d.0,pfile10,1,69,0.00195312,641.949
freecell.pddl.4p_0a_1d.0,pfile1,1,17,0.25,2.643
freecell.pddl.4p_0a_1d.0,pfile1,2,24,1,6.294
freecell.pddl.4p_0a_1d.0,pfile2,1,8,0.5,3.023
freecell.pddl.4p_0a_1d.0,pfile2,2,37,1,7.579
freecell.pddl.4p_0a_1d.0,pfile3,1,6,0.125,3.78
freecell.pddl.4p_0a_1d.0,pfile3,2,28,0.25,30.017
freecell.pddl.4p_0a_1d.0,pfile3,3,35,0.5,33.185
freecell.pddl.4p_0a_1d.0,pfile3,4,43,1,39.288
freecell.pddl.4p_0a_1d.0,pfile4,1,10,0.25,6.938
freecell.pddl.4p_0a_1d.0,pfile5,1,13,0.125,13.629
freecell.pddl.4p_0a_1d.0,pfile5,2,15,0.25,314.115
freecell.pddl.4p_0a_1d.0,pfile5,3,41,0.5,491.904
freecell.pddl.4p_0a_1d.0,pfile5,4,41,1,653.677
freecell.pddl.4p_0a_1d.0,pfile6,1,9,0.25,30.425
freecell.pddl.4p_0a_1d.0,pfile7,1,17,0.25,31.79
freecell.pddl.4p_0a_1d.0,pfile8,1,18,0.25,68.008
freecell.pddl.4p_0a_1d.0,pfile9,1,10,0.5,62.441
freecell.pddl.4p_0a_1d.0,pfile10,1,12,0.25,429.141
freecell.pddl.4p_0a_2d.0,pfile1,1,10,0.0625,5.631
freecell.pddl.4p_0a_2d.0,pfile1,2,39,0.09375,23.388
freecell.pddl.4p_0a_2d.0,pfile1,3,40,0.1875,31.102
freecell.pddl.4p_0a_2d.0,pfile1,4,43,0.375,201.275
freecell.pddl.4p_0a_2d.0,pfile1,5,18,1,207.336
freecell.pddl.4p_0a_2d.0,pfile2,1,13,0.03125,38.32
freecell.pddl.4p_0a_2d.0,pfile3,1,12,0.015625,102.846
freecell.pddl.4p_0a_3d.0,pfile1,1,16,1,4.239
freecell.pddl.4p_0a_3d.0,pfile2,1,15,0.5,9.953
freecell.pddl.4p_0a_3d.0,pfile2,2,30,1,54.492
freecell.pddl.4p_0a_3d.0,pfile3,1,17,1,17.281
freecell.pddl.4p_0a_3d.0,pfile4,1,16,0.5,29.667
freecell.pddl.4p_0a_3d.0,pfile5,1,13,0.5,749.876
freecell.pddl.4p_0a_4d.0,pfile1,1,14,0.25,3.139
freecell.pddl.4p_0a_4d.0,pfile1,2,36,0.5,36.933
freecell.pddl.4p_0a_4d.0,pfile1,3,26,1,44.338
freecell.pddl.4p_0a_4d.0,pfile2,1,6,1,5.014
freecell.pddl.4p_0a_4d.0,pfile3,1,13,0.125,10.77
freecell.pddl.4p_0a_4d.0,pfile3,2,22,0.25,150.573
freecell.pddl.4p_0a_4d.0,pfile3,3,22,0.5,160.294
freecell.pddl.4p_0a_4d.0,pfile3,4,24,1,168.874
freecell.pddl.4p_0a_4d.0,pfile4,1,9,0.25,26.24
freecell.pddl.4p_0a_4d.0,pfile5,1,7,0.5,81.893
freecell.pddl.4p_0a_4d.0,pfile6,1,19,0.25,239.424
freecell.pddl.4p_0a_4d.0,pfile7,1,8,1,230.717
freecell.pddl.4p_0a_5d.0,pfile1,1,7,0.0078125,3.254
freecell.pddl.4p_0a_5d.0,pfile1,2,9,0.03125,5.667
freecell.pddl.4p_0a_5d.0,pfile1,3,32,0.0625,52.55
freecell.pddl.4p_0a_5d.0,pfile1,4,14,0.125,77.174
freecell.pddl.4p_0a_5d.0,pfile1,5,25,0.25,79.92
freecell.pddl.4p_0a_5d.0,pfile1,6,28,0.5,107.803
freecell.pddl.4p_0a_5d.0,pfile1,7,16,1,113.516
freecell.pddl.4p_0a_5d.0,pfile2,1,9,0.0078125,8.823
freecell.pddl.4p_0a_5d.0,pfile3,1,8,0.00390625,14.725
freecell.pddl.4p_0a_5d.0,pfile4,1,7,0.00390625,24.934
freecell.pddl.4p_0a_5d.0,pfile5,1,7,0.000976562,84.491
freecell.pddl.4p_0a_5d.0,pfile5,2,10,0.00195312,476.844
freecell.pddl.4p_1a_0d.0,pfile1,1,20,0.125,4.742
freecell.pddl.4p_1a_0d.0,pfile1,2,21,0.25,28.471
freecell.pddl.4p_1a_0d.0,pfile1,3,19,0.5,244.885
freecell.pddl.4p_1a_0d.0,pfile2,1,17,0.25,17.775
freecell.pddl.4p_1a_0d.0,pfile2,2,23,0.5,393.555
freecell.pddl.4p_1a_0d.0,pfile2,3,18,1,782.796
freecell.pddl.4p_1a_0d.0,pfile3,1,16,0.03125,34.802
freecell.pddl.4p_1a_0d.0,pfile4,1,51,0.03125,218.825
freecell.pddl.4p_1a_1d.0,pfile1,1,21,0.25,8.046
freecell.pddl.4p_1a_1d.0,pfile2,1,32,0.015625,25.56
freecell.pddl.4p_1a_1d.0,pfile3,1,27,0.0625,66.886
freecell.pddl.4p_1a_1d.0,pfile3,2,42,0.125,455.745
freecell.pddl.4p_1a_1d.0,pfile3,3,47,0.25,805.639
freecell.pddl.4p_1a_1d.0,pfile4,1,53,0.015625,238.622
freecell.pddl.4p_1a_2d.0,pfile1,1,17,0.0625,1.598
freecell.pddl.4p_1a_2d.0,pfile1,2,29,0.125,20.126
freecell.pddl.4p_1a_2d.0,pfile1,3,18,0.25,24.339
freecell.pddl.4p_1a_2d.0,pfile1,4,26,0.5,58.011
freecell.pddl.4p_1a_2d.0,pfile2,1,24,0.03125,3.185
freecell.pddl.4p_1a_2d.0,pfile2,2,90,0.0625,46.84
freecell.pddl.4p_1a_2d.0,pfile2,3,89,0.125,65.532
freecell.pddl.4p_1a_2d.0,pfile2,4,44,0.25,261.459
freecell.pddl.4p_1a_2d.0,pfile2,5,37,0.5,402.721
freecell.pddl.4p_1a_2d.0,pfile2,6,48,1,411.223
freecell.pddl.4p_1a_2d.0,pfile3,1,25,0.125,3.406
freecell.pddl.4p_1a_2d.0,pfile3,2,59,0.25,18.012
freecell.pddl.4p_1a_2d.0,pfile3,3,68,0.5,25.591
freecell.pddl.4p_1a_2d.0,pfile4,1,45,0.125,6.386
freecell.pddl.4p_1a_2d.0,pfile5,1,71,0.125,80.033
freecell.pddl.4p_1a_2d.0,pfile6,1,45,0.125,13.475
freecell.pddl.4p_1a_2d.0,pfile7,1,102,0.03125,158.674
freecell.pddl.4p_1a_2d.0,pfile8,1,73,0.0078125,41.935
freecell.pddl.4p_1a_2d.0,pfile9,1,131,0.0625,333.322
freecell.pddl.4p_1a_2d.0,pfile10,1,69,0.25,59.173
freecell.pddl.4p_1a_3d.0,pfile1,1,21,6.10352e-05,8.345
freecell.pddl.4p_1a_3d.0,pfile1,2,58,0.00012207,210.655
freecell.pddl.4p_1a_3d.0,pfile1,3,54,0.000244141,222.521
freecell.pddl.4p_1a_3d.0,pfile1,4,53,0.000488281,544.404
freecell.pddl.4p_1a_3d.0,pfile1,5,52,0.000976562,590.461
freecell.pddl.4p_1a_3d.0,pfile1,6,29,0.00195312,630.53
freecell.pddl.4p_1a_3d.0,pfile2,1,19,0.000976562,61.899
freecell.pddl.4p_1a_3d.0,pfile3,1,27,3.8147e-06,171.813
freecell.pddl.4p_1a_4d.0,pfile1,1,17,0.03125,6.618
freecell.pddl.4p_1a_4d.0,pfile1,2,22,0.0625,100.088
freecell.pddl.4p_1a_4d.0,pfile1,3,18,0.125,191.539
freecell.pddl.4p_1a_4d.0,pfile1,4,12,0.25,768.726
freecell.pddl.4p_1a_4d.0,pfile2,1,29,0.00012207,58.496
freecell.pddl.4p_1a_4d.0,pfile2,2,42,0.000244141,187.794
freecell.pddl.4p_1a_4d.0,pfile2,3,40,0.000488281,187.868
freecell.pddl.4p_1a_4d.0,pfile2,4,39,0.00195312,293.279
freecell.pddl.4p_1a_4d.0,pfile3,1,36,6.10352e-05,132.35
freecell.pddl.4p_1a_5d.0,pfile1,1,18,0.0078125,9.942
freecell.pddl.4p_1a_5d.0,pfile2,1,14,0.015625,35.065
freecell.pddl.4p_1a_5d.0,pfile3,1,13,0.015625,99.328
freecell.pddl.4p_1a_5d.0,pfile4,1,29,0.000488281,288.588
freecell.pddl.4p_2a_0d.0,pfile2,1,27,0.015625,4.748
freecell.pddl.4p_2a_0d.0,pfile3,1,29,0.00195312,6.543
freecell.pddl.4p_2a_0d.0,pfile4,1,42,3.05176e-05,15.244
freecell.pddl.4p_2a_0d.0,pfile5,1,54,9.53674e-07,89.909
freecell.pddl.4p_2a_0d.0,pfile6,1,71,2.98023e-08,178.382
freecell.pddl.4p_2a_0d.0,pfile7,1,88,4.09273e-12,846.524
freecell.pddl.4p_2a_0d.0,pfile8,1,68,4.76837e-07,369.576
freecell.pddl.4p_2a_0d.0,pfile9,1,62,1.19209e-07,245.465
freecell.pddl.4p_2a_0d.0,pfile10,1,72,3.72529e-09,702.223
freecell.pddl.4p_2a_1d.0,pfile1,1,24,0.015625,16.661
freecell.pddl.4p_2a_1d.0,pfile2,1,34,7.62939e-06,69.711
freecell.pddl.4p_2a_1d.0,pfile3,1,50,4.65661e-10,301.87
freecell.pddl.4p_2a_2d.0,pfile1,1,13,0.03125,3.157
freecell.pddl.4p_2a_2d.0,pfile2,1,19,0.000488281,4.329
freecell.pddl.4p_2a_2d.0,pfile2,2,47,0.000411987,26.185
freecell.pddl.4p_2a_2d.0,pfile2,3,53,0.000347614,244.483
freecell.pddl.4p_2a_2d.0,pfile2,4,41,0.00164795,256.004
freecell.pddl.4p_2a_2d.0,pfile2,5,41,0.00247192,601.789
freecell.pddl.4p_2a_2d.0,pfile3,1,23,0.000976562,7.018
freecell.pddl.4p_2a_2d.0,pfile4,1,44,2.86102e-06,15.114
freecell.pddl.4p_2a_2d.0,pfile5,1,52,8.9407e-08,34.873
freecell.pddl.4p_2a_2d.0,pfile7,1,56,2.38419e-07,70.779
freecell.pddl.4p_2a_2d.0,pfile8,1,69,9.31323e-10,138.313
freecell.pddl.4p_2a_2d.0,pfile9,1,66,9.31323e-10,141.246
freecell.pddl.4p_2a_2d.0,pfile10,1,77,1.81899e-12,499.909
freecell.pddl.4p_2a_3d.0,pfile1,1,13,0.03125,6.422
freecell.pddl.4p_2a_3d.0,pfile1,2,28,0.0625,197.039
freecell.pddl.4p_2a_3d.0,pfile1,3,21,0.125,215.081
freecell.pddl.4p_2a_3d.0,pfile1,4,22,0.25,324.999
freecell.pddl.4p_2a_3d.0,pfile1,5,27,0.5,331.839
freecell.pddl.4p_2a_3d.0,pfile1,6,16,1,398.134
freecell.pddl.4p_2a_3d.0,pfile2,1,13,0.5,32.392
freecell.pddl.4p_2a_3d.0,pfile2,2,14,1,406.161
freecell.pddl.4p_2a_3d.0,pfile3,1,19,0.0625,85.32
freecell.pddl.4p_2a_3d.0,pfile4,1,18,0.25,199.79
freecell.pddl.4p_2a_4d.0,pfile1,1,19,3.8147e-06,5.648
freecell.pddl.4p_2a_4d.0,pfile1,2,24,0.0078125,15.097
freecell.pddl.4p_2a_4d.0,pfile2,1,18,0.03125,21.1
freecell.pddl.4p_2a_4d.0,pfile3,1,27,9.53674e-07,43.905
freecell.pddl.4p_2a_4d.0,pfile4,1,39,1.19209e-07,97.181
freecell.pddl.4p_2a_5d.0,pfile1,1,11,0.0625,3.68
freecell.pddl.4p_2a_5d.0,pfile1,2,10,0.5,10.523
freecell.pddl.4p_2a_5d.0,pfile1,3,8,1,15.508
freecell.pddl.4p_2a_5d.0,pfile2,1,24,0.000976562,15.791
freecell.pddl.4p_2a_5d.0,pfile2,2,24,0.00390625,405.834
freecell.pddl.4p_2a_5d.0,pfile3,1,26,0.000488281,28.937
freecell.pddl.4p_2a_5d.0,pfile4,1,38,7.62939e-06,51.255
freecell.pddl.4p_2a_5d.0,pfile5,1,42,1.19209e-07,201.919
freecell.pddl.4p_3a_0d.0,pfile1,1,12,1,2.952
freecell.pddl.4p_3a_0d.0,pfile2,1,7,0.5,3.351
